id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id,zip,title,function,country_id/id,company_id,parent_id/id,type,email,is_company,website,lang,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,notify_email,property_payment_term_id/id,property_supplier_payment_term_id/id,property_product_pricelist/id,property_account_receivable_id,property_account_payable_id,property_account_position_id,property_delivery_carrier_id/id,property_stock_supplier/id,category_id/id,name2,eev_member,eev_number,eev_alarm,region_id/id,pobox_nr,pobox_zip,pobox_city,companytype,headquarter_id/id,mailing_email,mailing,department,lastname,firstname,partner_invoicing_id/id,influence,partner_state,property_purchase_currency_id,comment
partner_90773,no-message,,FALSE,Hardstrasse 322a,false,Zürich,,8005,,,base.ch,Swisslux AG,,contact,info@faktor.ch,TRUE,www.faktor.ch,de_DE,+41 44 3161061,,+41 44 3161060,90773,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,Faktor Verlag AG,,,,,,
partner_90710,no-message,,FALSE,Schweiz. Agentur für Energieeffizienz,false,Zürich,dla,8006,,,base.ch,Swisslux AG,,contact,info@energieeffizienz.ch,TRUE,www.energieeffizienz.ch,de_DE,,Schaffhauserstrasse 34,+41 44 2730862,90710,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,SAFE,,,,,CHF,
partner_90655,no-message,,FALSE,Sunnige Hof 29,false,Zürich,dla,8051,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,90655,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_3,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,Christoph Gassmann,,,,,,
partner_90599,no-message,,FALSE,Büelstrasse 2a,false,Hinteregg,ddj,8132,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,90599,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_3,,FALSE,,FALSE,scenario.region_-2144060016,,,,,,,0,,Kurt Meier,Kurt,,,,,
partner_90588,no-message,,FALSE,Niederlassung Schweiz,false,Regensdorf,,8105,,,base.ch,Swisslux AG,,contact,,TRUE,www.pro-face.ch,de_DE,+41 43 3437279,Pumpwerkstrasse 23,+41 43 3437272,90588,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144059992,,,,,,,0,,Pro-face Deutschland GmbH,,,,,,
partner_90429,no-message,,FALSE,Integrale Gebäudetechnik,false,Beringen,ddj,8222,,,base.ch,Swisslux AG,,contact,,TRUE,www.pentacontrol.com,de_DE,+41 52 6871166,Wiesengasse 20,+41 52 6871121,90429,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2142967385,,,,,,,0,,PentaControl AG,,,,,CHF,
partner_90330,no-message,,FALSE,Morgenstrasse 131b,false,Bern,mle,3050,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 31 8927391,,+41 31 8923550,90330,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060013,,,,,,,0,,Swisscom Directories AG,,,,,CHF,
partner_90314,no-message,,FALSE,Via Emigrazione,false,Claro,sgi,6702,,,base.ch,Swisslux AG,,contact,marco_gianini@bluewin.ch,TRUE,,it_IT,,,,90314,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060024,,,,,,,0,,Gianini Marco,,,,,CHF,
partner_90236,warning,"
siehe: 90153, Weisung f\'fcr die Rechnungsstellung, 11.11.05




",FALSE,Sennweidstrasse 47,false,Steinhausen,dla,6312,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 58 5579200,90236,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060039,,,,,,,0,,Siemens Schweiz  AG,,,,,CHF,
partner_90222,no-message,,FALSE,Limmatstrasse 40,false,Zürich,,8005,,,base.ch,Swisslux AG,,contact,oklim@bluewin.ch,TRUE,,de_DE,+41 44 4466029,,+41 44 4466036,90222,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060003,2368,8021,,,,,0,,OK Digitaldruck AG,,,,,CHF,
partner_90208,no-message,,FALSE,Witzbergstrasse 23,false,Pfäffikon ZH,,8330,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 9504980,,+41 44 9504358,90208,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Von Allmen AG,,,,,CHF,
partner_90164,no-message,,FALSE,Route d'Arbogne,false,Domdidier,mse,1564,,,base.ch,Swisslux AG,,contact,wago.switzerland@wago.com,TRUE,www.wago.com,fr_FR,+41 26 6767575,,+41 26 6767500,90164,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_60dn30d2s,scenario.accountpaymentterm_60dn30d2s,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060036,168,1564,,,,,0,,WAGO CONTACT SA,,,,,CHF,
partner_90124,no-message,,FALSE,"Verkauf, Bauführung",false,Wernetshausen,ddj,8342,,,base.ch,Swisslux AG,,contact,hirschi_partner@bluemail.ch,TRUE,,de_DE,+41 44 9374655,Unterbach 3077,+41 44 9374633,90124,true,Europe/Zurich,true,0,+41 79 2219469,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Hirschi + Partner GmbH,,,,,,
partner_90108,no-message,,FALSE,"ETH Zentrum, CLD D8",false,Zürich,dla,8092,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 6321087,Clausiusstrasse 37,+41 44 6326729,90108,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,ETH Zürich,,,,,CHF,
partner_90102,no-message,,FALSE,Falknisstrasse 9a,false,Sargans,,7320,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 81 7254242,90102,true,Europe/Zurich,true,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_10dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060040,,,,,,,0,,Develdis AG,,,,,CHF,
partner_90099,no-message,,FALSE,Wasserfuristrasse 62,false,Wiesendangen,ddj,8542,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 52 3372777,90099,true,Europe/Zurich,true,0,+41 79 4389424,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144059995,,,,,,,0,,Glauser Werner,,,,,CHF,
partner_90004,no-message,,FALSE,Speerstrasse 15,false,Pfäffikon ZH,,8330,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,90004,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Albert von Allmen,,,,,CHF,
partner_24000,no-message,,FALSE,Zürcherstrasse 113,false,Schlieren,ddj,8952,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 7339333,,+41 44 7339111,24000,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060021,,,,,,,0,,Galexis AG,,,,,,
partner_23968,no-message,,FALSE,Toggenburgerstrasse 127,false,Wil SG,mka,9500,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23968,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2142967377,,,,,,,0,,Instaplan AG Ingenieurbüro,,,,,,
partner_23967,no-message,,FALSE,Bureau d'arch.,false,Zumholz,mle,1719,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Halta 13,+41 26 4192304,23967,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_9,,FALSE,,FALSE,scenario.region_-2144060036,,,,,,,0,,Paul Fasel,,,,,,
partner_23966,no-message,,FALSE,Schaffhauserstrasse 11,false,Oerlingen,ddj,8461,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 52 3193233,23966,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144059995,,,,,,,0,,MR Agrar- u. Umwelttechnik,,,,,,
partner_23965,no-message,,FALSE,Ing. Büro für Haustechnik,false,Aesch,ddj,4147,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 61 7511583,Industriestrasse 45,+41 61 7511582,23965,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060030,,,,,,,0,,RHK Rolf Vetter,,,,,,
partner_23964,no-message,,FALSE,Ing. Büro f. Haustechnik,false,Schleitheim,ddj,8226,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Bachstrasse 10,+41 52 6801971,23964,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2142967385,,,,,,,0,,Saniplan Markus Pfister,,,,,,
partner_23963,no-message,,FALSE,Haustechnik-Beratung,false,Zürich,dla,8006,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Volkmarstrasse 10,+41 44 3500515,23963,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,Bösch AG,,,,,,
partner_23962,no-message,,FALSE,Haustechnik u. Facilitymanagent,false,Schlieren,ddj,8952,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 7381068,,+41 44 7381060,23962,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060021,,,,,,,0,,ID Gruppe,,,,,,
partner_23961,no-message,,FALSE,"Haustechnik Beratung, Planung, Inst.",false,Wollerau,dla,8832,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23961,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060006,,,,,,,0,,HTE Haustechnik Experten AG,,,,,,
partner_23960,no-message,,FALSE,Maschlinastrasse 9,false,Triesen,mka,9495,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+423 3923846,,+423 3923844,23960,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2142967386,,,,,,,0,,Negele Alex Bauplanung AG,,,,,,
partner_23959,no-message,,FALSE,Rue de la Moutonnerie 2,false,Yvonand,mse,1462,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,,,+41 24 4302246,23959,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060036,,,,,,,0,,rlj. ingénieurs conseils sa,,,,,,
partner_23958,no-message,,FALSE,Custorweg 5,false,Eschenbach,ddj,8733,,,base.ch,Swisslux AG,,contact,,TRUE,www.huberpartner.com,de_DE,+41 55 2862132,,+41 55 2862131,23958,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060016,,,,,,,0,,Huber & Brunner AG,,,,,,
partner_23957,no-message,,FALSE,Neustadtgasse 9,false,Winterthur,ddj,8400,,,base.ch,Swisslux AG,,contact,gachnang@access.ch,TRUE,,de_DE,+41 52 2040232,,+41 52 2040230,23957,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144059995,,,,,,,0,,Eta Energietechnik GmbH,,,,,,
partner_23956,no-message,,FALSE,Münchensteinerstrasse 69,false,Basel,ddj,4052,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23956,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2144060004,,,,,,,0,,Gut & Madörin Lüftung AG,,,,,,
partner_23955,no-message,,FALSE,Dorf,false,Lenk im Simmental,mle,3775,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23955,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060046,,,,,,,0,,Rieben Marcel Ingenieure AG,,,,,,
partner_23954,no-message,,FALSE,Bodmerstrasse 5,false,Gwatt,mle,3645,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23954,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060046,,,,,,,0,,Enerplan AG Bern Ingenieurbüro,,,,,,
partner_23953,no-message,,FALSE,Ingenieurbüro,false,Sursee,mle,6210,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 9142151,Leopoldstr. 6,+41 41 9142150,23953,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060042,,,,,,,0,,ISP und Partner AG,,,,,,
partner_23952,no-message,,FALSE,Ing. Büro f. Energietechnik,false,Stansstad,dla,6362,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Rotzbergstrasse 17a,+41 41 6123100,23952,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2142967387,,,,,,,0,,Tis Air GmbH Ingenieurbüro,,,,,,
partner_23951,no-message,,FALSE,Energieberatung u. Planung,false,Maienfeld,mka,7304,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Im Zogg 9,+41 81 3025650,23951,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060040,,,,,,,0,,Hobi + Partner GmbH,,,,,,
partner_23950,no-message,,FALSE,Am Bach 1,false,Sachseln,dla,6072,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,23950,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_7,,FALSE,,FALSE,scenario.region_-2142967387,,,,,,,0,,Heipro GmbH,,,,,,
partner_23949,no-message,,FALSE,HLK,false,Zürich,dla,8038,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Hoffnungsstrasse 3,,23949,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_7,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,Aicher De Martin Zweng AG,,,,,,
partner_23948,no-message,,FALSE,"Heizung, Sanitär und Klima",false,Bern,mle,3007,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Weissensteinerstrasse 49b,+41 31 3718282,23948,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_7,,FALSE,,FALSE,scenario.region_-2144060013,,,,,,,0,,Aspa AG,,,,,,
partner_23947,no-message,,FALSE,Achereggstrasse 6,false,Stansstad,dla,6362,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 41 6124000,23947,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2142967387,,,,,,,0,,Muther Kurt Ing. AG,,,,,,
partner_23946,no-message,,FALSE,Pl. u. Real. v. infrastrukt. Projekten,false,Zürich,dla,8045,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Uetlibergstrasse 132,,23946,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060003,,,,,,,0,,Rapp Infra AG,,,,,,
partner_23945,no-message,,FALSE,HLKS u. Energieberatung,false,Solothurn,mle,4500,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Bielstrasse 145,+41 32 6526436,23945,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2144060005,,,,,,,0,,IKP Iten Kaltenrieder & Partner AG,,,,,,
partner_23944,no-message,,FALSE,HLKS u. Energieberatung,false,Murten,mle,3280,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Bernstrasse 30,,23944,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2144060043,,,,,,,0,,IKP Iten Kaltenrieder & Partner AG,,,,,,
partner_23943,no-message,,FALSE,HLKS u. Energieberatung,false,Grenchen,mle,2540,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Kapellstrasse 8,,23943,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2144060005,,,,,,,0,,IKP Iten Kaltenrieder & Partner AG,,,,,,
partner_23942,no-message,,FALSE,"Energie, Lüftung, Klima",false,Belp,mle,3123,,,base.ch,Swisslux AG,,contact,info@mmp-klima.ch,TRUE,,de_DE,+41 31 8182420,Hühnerhubelstrasse 62,+41 31 8182424,23942,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_11,,FALSE,,FALSE,scenario.region_-2144060013,,,,,,,0,,MMP Klima AG,,,,,,
partner_23941,no-message,,FALSE,"Sicherheit, Energie, Umwelt, Industrie",false,Solothurn,mle,4500,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,St. Niklausstrasse 60,,23941,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060005,,,,,,,0,,Hautle Anderegg & Partner AG Ing. Planer,,,,,,
partner_23940,no-message,,FALSE,"Sicherheit, Energie, Umwelt, Industrie",false,Bern,mle,3007,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,Eigerpl. 5,,23940,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060013,,,,,,,0,,Hautle Anderegg & Partner AG Ing. Planer,,,,,,
partner_23938,no-message,,FALSE,Grindelstrasse 6,false,Wallisellen,ddj,8304,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 3254050,,+41 44 3254059,23938,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Bollier Baumanagement GmbH,,,,,,
partner_23937,no-message,,FALSE,Auf Hirtenhof 8,false,Luzern,dla,6005,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 3621760,,+41 41 3601052,23937,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060049,,,,,,,0,,Brunner Baumanagement,,,,,,
partner_23936,no-message,,FALSE,Flüelerstrasse 161,false,Altdorf UR,dla,6460,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 8721618,,+41 41 8721617,23936,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2142967387,,,,,,,0,,Ingenieurgemeinschaft N4 Flüelen,,,,,,
partner_23935,no-message,,FALSE,Schweighofstrasse,false,Kriens,dla,6010,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 3408077,,+41 41 3408181,23935,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060049,,,,,,,0,,Caviezel u. Theiler Generalplanungen,,,,,,
partner_23934,no-message,,FALSE,Sägenstrasse 68,false,Chur,mka,7000,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 81 2501991,,+41 81 2501990,23934,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060040,,,,,,,0,,AZ-Generalplanung + Beratung / R. Alberti,,,,,,
partner_23933,no-message,,FALSE,"terpAccounts.Account_AddressLine2;"";)",false,Aarau,mle,5001,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 62 8245448,,+41 62 8245801,23933,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060050,3938,5001,,,,,0,,sanreno generalplaner ag,,,,,,
partner_23932,no-message,,FALSE,Hauptstrasse 19b,false,Stüsslingen,mle,4655,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 62 2982549,,+41 62 2981988,23932,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060005,,,,,,,0,,Sanreno Generalplaner AG,,,,,,
